Country,State,District,Block,Year,Month,Village Name,"Number Of Households Issue Job Card Schedule Castes (Scs) (UOM:Number), Scaling Factor:1","Number Of Households Issue Job Card Schedule Tribes (Sts) (UOM:Number), Scaling Factor:1","Number Of Households Issue Job Card Others (UOM:Number), Scaling Factor:1","Total Number Of Households Issue Job Card (UOM:Number), Scaling Factor:1","Number Of Household Provided Employment To Schedule Castes (Scs) (UOM:Number), Scaling Factor:1","Number Of Household Provided Employment To Schedule Tribes (Sts) (UOM:Number), Scaling Factor:1","Number Of Household Provided Employment To Others (UOM:Number), Scaling Factor:1","Total Number Of Household Provided Employment (UOM:Number), Scaling Factor:1","Number Of Employment Provided To Woman (UOM:Number), Scaling Factor:1","Number Of Person Days Generated Scheduled Caste (Scs) (UOM:Number), Scaling Factor:1","Number Of Person Days Generated Scheduled Tribe (Sts) (UOM:Number), Scaling Factor:1","Number Of Person Days Generated Others (UOM:Number), Scaling Factor:1","Total Number Of Person Days Generated (UOM:Number), Scaling Factor:1","Number Of Person Days Generated For Woman (UOM:Number), Scaling Factor:1","Families Completed 100days Scheduled Caste (Scs) (UOM:Number), Scaling Factor:1","Families Completed 100days Scheduled Tribe (Sts) (UOM:Number), Scaling Factor:1","Families Completed 100days Others (UOM:Number), Scaling Factor:1","Total Families Completed 100 Days (UOM:Number), Scaling Factor:1"
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",ummawiong,0,29,0,29,0,24,0,24,15,0,2236,0,2236,1394,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mynriang,0,166,0,166,0,143,0,143,66,0,12052,0,12052,4947,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",maw-u- sam,0,167,0,167,0,91,0,91,103,0,2234,0,2234,1353,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawsharoh ummir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawshabuit nongshiliang,0,129,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawshabuit-nongpdeng,0,44,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawshabuit-nongkhlaw,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawshabuit nongdalum,0,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawshabuit-lumjingsuk,0,122,0,122,0,86,0,86,61,0,928,0,928,672,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawshabuit-kharkamni,0,93,1,94,0,89,1,90,70,0,2995,35,3030,2299,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawryngkneng - iii,0,1380,4,1384,0,800,1,801,675,0,46748,36,46784,38854,0,5,0,5
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawryngkneng - ii,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawryngkneng - i,0,95,0,95,0,77,0,77,74,0,2525,0,2525,1653,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawpyrshong,0,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawpynthaw,0,116,0,116,0,90,0,90,78,0,3644,0,3644,3086,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawpdang,0,399,0,399,0,248,0,248,192,0,10920,0,10920,8408,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawmuthoh,0,289,1,290,0,140,0,140,122,0,3330,0,3330,2750,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawmluh,0,139,0,139,0,82,0,82,88,0,6063,0,6063,5410,0,19,0,19
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawlynnei,0,136,0,136,0,116,0,116,89,0,10141,0,10141,7872,0,83,0,83
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawlyngngad,0,371,0,371,0,190,0,190,110,0,10428,0,10428,5677,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawkynring,0,37,0,37,0,36,0,36,9,0,1750,0,1750,449,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawkhanu,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawkathein,0,33,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawkajut,0,238,0,238,0,120,0,120,104,0,3640,0,3640,3127,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawiong,0,136,1,137,0,60,0,60,35,0,2612,0,2612,1394,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",mawber,0,300,0,300,0,61,0,61,62,0,3428,0,3428,1718,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",madanlangning,0,90,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",lumkynsai,0,187,0,187,0,111,0,111,140,0,7790,0,7790,4554,0,28,0,28
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",lumkseh,0,72,0,72,0,29,0,29,9,0,2055,0,2055,622,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",lumdiengsai,0,86,0,86,0,67,0,67,40,0,3738,0,3738,2112,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",lemthaw,0,149,0,149,0,81,0,81,61,0,5272,0,5272,3872,0,5,0,5
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",lamlyer,0,160,0,160,0,100,0,100,81,0,7230,0,7230,5525,0,6,0,6
India,Meghalaya,East Khasi Hills,Mawryngkneng,"Financial Year (Apr - Mar), 2017","June, 2017",laitkseh,0,92,0,92,0,60,0,60,64,0,4610,0,4610,2994,0,10,0,10
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",weilyngkut a,0,73,0,73,0,71,0,71,58,0,3536,0,3536,2952,0,0,0,0
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",pdengshnong,0,93,0,93,0,73,0,73,68,0,7273,0,7273,5177,0,72,0,72
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",phlangtyngur,0,79,0,79,0,77,0,77,90,0,6959,0,6959,3983,0,1,0,1
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",pomlum,0,47,0,47,0,44,0,44,45,0,4157,0,4157,1993,0,35,0,35
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",pomshutia,0,231,0,231,0,229,0,229,252,0,21626,0,21626,11742,0,123,0,123
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",pongtung,2,147,0,149,2,147,0,149,135,200,14700,0,14900,9133,2,147,0,149
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",pung weikian,0,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",pynter,0,183,0,183,0,146,0,146,142,0,14093,0,14093,9604,0,128,0,128
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",pynursla nenggate,0,274,1,275,0,267,1,268,264,0,21004,61,21065,13774,0,103,0,103
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",lummawshken,0,71,0,71,0,64,0,64,42,0,6030,0,6030,3989,0,29,0,29
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",lummuri-lumbaniang,8,43,1,52,8,40,1,49,24,355,3408,37,3800,1981,0,0,0,0
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",lumskul mawphu,0,55,0,55,0,53,0,53,18,0,5194,0,5194,1770,0,46,0,46
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",lumusmon,0,27,0,27,0,24,0,24,10,0,1528,0,1528,593,0,0,0,0
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",lyngngar,0,50,0,50,0,49,0,49,27,0,3583,0,3583,1873,0,0,0,0
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",majai,0,52,15,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",kharnongwah,0,40,1,41,0,37,1,38,31,0,1726,28,1754,1417,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",khimmurah,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",khlieh shnong lyngkhoi,0,67,2,69,0,65,2,67,57,0,6500,200,6700,5353,0,65,2,67
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",khyllemsohiong,0,21,3,24,0,12,3,15,11,0,648,162,810,594,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",krang nongrum centre,0,86,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",kreit mawshaton,0,110,0,110,0,99,0,99,83,0,6637,0,6637,5511,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",kyiem,0,116,1,117,0,102,0,102,90,0,4880,0,4880,4294,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",kyllang jasab,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",kyndong laitmawbah,0,45,0,45,0,45,0,45,41,0,3752,0,3752,1956,0,2,0,2
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",kyndong wahlang,0,107,2,109,0,105,2,107,96,0,2508,48,2556,2292,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",kynroh nongbri,0,125,2,127,0,50,0,50,29,0,4516,0,4516,2627,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",kynroh nonglum,0,140,0,140,0,137,0,137,114,0,2629,0,2629,2179,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",kynroh synrang,0,27,0,27,0,26,0,26,15,0,1300,0,1300,712,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",ladmawreng,0,131,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",lad umrisain,0,109,3,112,0,92,3,95,76,0,5247,181,5428,4311,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",laitbyrsoi,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",laitdiker,0,24,0,24,0,21,0,21,14,0,1276,0,1276,816,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",laitdithuh,0,29,0,29,0,29,0,29,19,0,1883,0,1883,1150,0,2,0,2
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",dombhoi,0,63,1,64,0,55,1,56,54,0,660,12,672,648,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",dom lyngkut,0,69,0,69,0,61,0,61,53,0,4602,0,4602,3851,0,0,0,0
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",shnongkawar,0,54,0,54,0,45,0,45,23,0,4448,0,4448,2300,0,44,0,44
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",seij,0,13,1,14,0,11,1,12,7,0,1100,100,1200,700,0,11,1,12
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",saitsohphan,0,21,0,21,0,20,0,20,10,0,1592,0,1592,717,0,0,0,0
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",saikarap,0,63,1,64,0,57,1,58,31,0,2600,48,2648,1348,0,0,0,0
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",ryngud,0,152,1,153,0,147,1,148,79,0,10127,30,10157,5441,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",laitlulong,0,87,0,87,0,79,0,79,47,0,7063,0,7063,4225,0,20,0,20
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",laitlarem,0,43,0,43,0,41,0,41,30,0,3920,0,3920,2808,0,36,0,36
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",pynursla umkor,0,239,0,239,0,233,0,233,240,0,23214,0,23214,15381,0,225,0,225
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",pyrdiwah,1,91,0,92,1,89,0,90,93,74,7454,0,7528,4497,0,23,0,23
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",pyrnai,0,298,0,298,0,271,0,271,256,0,15369,0,15369,10803,0,1,0,1
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",rana,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",rangthylliang,0,190,0,190,0,185,0,185,185,0,16358,0,16358,10467,0,16,0,16
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",rimai,0,24,0,24,0,18,0,18,9,0,1344,0,1344,672,0,0,0,0
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",rimassar,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",ringer,0,22,0,22,0,22,0,22,23,0,1724,0,1724,1346,0,0,0,0
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",riwai,0,89,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",rngain,0,98,0,98,0,97,0,97,89,0,9700,0,9700,6140,0,97,0,97
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",ryngkew,0,69,0,69,0,69,0,69,66,0,6767,0,6767,4720,0,36,0,36
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",shilliang jashar,0,139,0,139,0,138,0,138,119,0,12157,0,12157,8502,0,38,0,38
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",shuthim & lad shuthim,0,68,0,68,0,63,0,63,64,0,6300,0,6300,3748,0,63,0,63
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",siatbakon,0,206,0,206,0,152,0,152,142,0,14819,0,14819,9336,0,128,0,128
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",sohlong,0,106,0,106,0,106,0,106,106,0,10600,0,10600,6929,0,106,0,106
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",tangmang,0,323,1,324,0,203,0,203,214,0,10336,0,10336,6032,0,0,0,0
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",thiepshkai,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",tishang,0,39,0,39,0,36,0,36,27,0,3390,0,3390,1748,0,15,0,15
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",tyngkei,0,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",tynriang,0,80,0,80,0,80,0,80,54,0,7999,0,7999,4947,0,79,0,79
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",umkrem,0,194,0,194,0,190,0,190,152,0,18733,0,18733,14195,0,1,0,1
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",umniuh iarbniaw,0,184,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",umniuh nongrim,0,232,0,232,0,215,0,215,137,0,21500,0,21500,13283,0,215,0,215
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",umniuh tmar,0,119,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",kharrngoi,0,87,0,87,0,45,0,45,37,0,840,0,840,688,0,0,0,0
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",rumnong,0,42,1,43,0,37,1,38,18,0,3413,96,3509,1679,0,28,0,28
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",ringur,0,31,0,31,0,24,0,24,13,0,613,0,613,294,0,0,0,0
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",ramsongkatenor,0,87,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",raikteng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",pyrkan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",pomramdah,0,19,0,19,0,19,0,19,8,0,1766,0,1766,668,0,11,0,11
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",nongwar,0,149,0,149,0,136,0,136,82,0,13130,0,13130,7918,0,116,0,116
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",nongthymmai (tyrna),0,15,0,15,0,14,0,14,2,0,1400,0,1400,200,0,14,0,14
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",nongriat,0,40,0,40,0,38,0,38,11,0,3408,0,3408,1054,0,30,0,30
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",wahumrem,0,75,0,75,0,74,0,74,66,0,7372,0,7372,4883,0,73,0,73
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",wahumlein,0,86,2,88,0,75,2,77,78,0,6663,197,6860,4304,0,23,1,24
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",wahsherkhmut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",wahlyngkhat,0,198,0,198,0,196,0,196,197,0,19543,0,19543,11990,0,191,0,191
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",wahkdait,0,249,0,249,0,246,0,246,204,0,20533,0,20533,12743,0,42,0,42
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",wahjarem,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",urksew - wahpathaw,3,281,0,284,3,255,0,258,175,300,25398,0,25698,16441,3,247,0,250
India,Meghalaya,East Khasi Hills,Pynursla,"Financial Year (Apr - Mar), 2017","June, 2017",umsyiem,1,178,0,179,1,157,0,158,184,100,15078,0,15178,8918,1,139,0,140
India,Meghalaya,East Khasi Hills,Mawkynrew,"Financial Year (Apr - Mar), 2017","June, 2017",umblai,0,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawkynrew,"Financial Year (Apr - Mar), 2017","June, 2017",umkoi,0,41,0,41,0,34,0,34,34,0,2419,0,2419,1600,0,8,0,8
India,Meghalaya,East Khasi Hills,Mawkynrew,"Financial Year (Apr - Mar), 2017","June, 2017",umpdem,0,12,0,12,0,12,0,12,9,0,1034,0,1034,781,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawkynrew,"Financial Year (Apr - Mar), 2017","June, 2017",umsawwar,0,78,0,78,0,77,0,77,80,0,6276,0,6276,3515,0,19,0,19
India,Meghalaya,East Khasi Hills,Mawkynrew,"Financial Year (Apr - Mar), 2017","June, 2017",umsham,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawkynrew,"Financial Year (Apr - Mar), 2017","June, 2017",umsning,0,109,0,109,0,90,0,90,93,0,6100,0,6100,4873,0,18,0,18
India,Meghalaya,East Khasi Hills,Mawkynrew,"Financial Year (Apr - Mar), 2017","June, 2017",umtong,0,109,0,109,0,101,0,101,95,0,9801,0,9801,7385,0,81,0,81
India,Meghalaya,East Khasi Hills,Mawkynrew,"Financial Year (Apr - Mar), 2017","June, 2017",wahlakhiat,0,205,0,205,0,50,0,50,43,0,684,0,684,516,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawkynrew,"Financial Year (Apr - Mar), 2017","June, 2017",wahlyngdoh,0,69,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawkynrew,"Financial Year (Apr - Mar), 2017","June, 2017",wahmawlein,0,68,0,68,0,67,0,67,55,0,6405,0,6405,3937,0,26,0,26
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",domsnoin,0,56,0,56,0,50,0,50,47,0,1311,0,1311,1222,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",dongiew rim,0,139,0,139,0,114,0,114,89,0,1892,0,1892,1468,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",jabar,0,112,1,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",jabar lummawtop jaud,0,45,0,45,0,36,0,36,21,0,2820,0,2820,1649,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",jabar nongneng,0,53,0,53,0,44,0,44,32,0,1019,0,1019,702,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",jamynthlen,0,67,0,67,0,62,0,62,47,0,3928,0,3928,2942,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",jani mawiong,0,64,0,64,0,42,0,42,35,0,1620,0,1620,1356,0,0,0,0
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",jaud lyngkhoi,0,61,0,61,0,59,0,59,44,0,5641,0,5641,4207,0,15,0,15
India,Meghalaya,East Khasi Hills,Mawphlang,"Financial Year (Apr - Mar), 2017","June, 2017",khar la khar,0,47,0,47,0,37,0,37,29,0,2002,0,2002,1619,0,0,0,0
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",umwai,0,146,1,147,0,131,0,131,82,0,6936,0,6936,4344,0,0,0,0
India,Meghalaya,East Khasi Hills,Shella Bholaganj,"Financial Year (Apr - Mar), 2017","June, 2017",umtlang,0,26,0,26,0,24,0,24,8,0,2400,0,2400,800,0,24,0,24
